from,to,weight,in.out
309,142,1,FALSE
309,157,2,FALSE
309,160,5,FALSE
309,168,4,FALSE
309,183,4,FALSE
309,205,5,FALSE
309,219,1,FALSE
309,234,4,FALSE
309,242,4,FALSE
309,252,5,FALSE
309,467,2,TRUE
309,263,2,FALSE
309,268,6,FALSE
309,286,3,FALSE
309,305,8,FALSE
309,351,7,FALSE
309,352,1,FALSE
309,367,2,FALSE
309,385,1,FALSE
309,397,1,FALSE
309,399,2,FALSE
309,400,1,FALSE
309,402,1,FALSE
310,133,1,TRUE
310,309,2,FALSE
311,24,15,FALSE
311,82,2,FALSE
311,85,1,TRUE
311,87,2,FALSE
311,104,1,FALSE
311,109,2,FALSE
311,113,2,FALSE
311,157,1,FALSE
311,469,1,FALSE
311,477,1,FALSE
311,353,1,TRUE
315,125,2,TRUE
315,147,2,FALSE
317,29,1,TRUE
317,33,13,FALSE
317,56,1,TRUE
317,119,2,TRUE
317,130,2,TRUE
317,158,8,TRUE
317,166,1,TRUE
317,193,1,FALSE
317,268,1,FALSE
320,92,2,FALSE
320,139,1,FALSE
320,156,1,TRUE
320,249,1,FALSE
320,331,1,FALSE
322,118,1,FALSE
322,292,1,TRUE
322,308,1,TRUE
322,387,1,TRUE
323,97,1,TRUE
323,124,1,FALSE
324,24,20,FALSE
324,62,2,TRUE
324,74,2,FALSE
324,75,2,FALSE
324,82,9,FALSE
324,117,2,TRUE
324,118,2,TRUE
324,403,2,FALSE
325,114,6,FALSE
325,216,2,TRUE
326,136,5,FALSE
326,164,1,TRUE
326,216,1,FALSE
326,377,1,FALSE
327,98,1,TRUE
327,99,2,TRUE
327,124,16,FALSE
327,155,2,TRUE
327,229,1,TRUE
327,287,1,TRUE
327,288,4,TRUE
328,89,1,FALSE
329,198,1,FALSE
329,294,3,TRUE
332,74,1,FALSE
333,293,2,TRUE
334,406,1,FALSE
334,408,1,FALSE
334,409,1,FALSE
334,410,1,FALSE
334,411,1,FALSE
334,25,1,TRUE
334,420,1,FALSE
334,426,1,FALSE
334,427,1,FALSE
334,428,1,TRUE
334,430,1,TRUE
334,432,1,TRUE
334,137,1,TRUE
334,436,1,FALSE
334,438,1,TRUE
334,439,1,TRUE
334,155,1,TRUE
334,451,1,TRUE
334,454,1,TRUE
334,456,1,FALSE
334,457,1,TRUE
334,459,1,TRUE
334,462,1,FALSE
334,466,1,TRUE
334,472,1,TRUE
334,277,1,FALSE
334,480,1,TRUE
334,481,1,FALSE
334,482,1,TRUE
334,485,1,FALSE
334,495,1,TRUE
334,496,1,TRUE
334,497,1,TRUE
334,498,1,FALSE
334,503,1,TRUE
334,507,1,TRUE
334,508,1,TRUE
334,511,1,TRUE
334,513,1,TRUE
334,516,1,FALSE
334,518,1,TRUE
335,365,1,TRUE
338,136,1,TRUE
338,385,7,TRUE
339,19,1,FALSE
339,181,1,TRUE
340,19,1,FALSE
340,95,9,FALSE
341,233,5,TRUE
343,48,3,FALSE
343,52,2,FALSE
343,286,1,FALSE
344,114,2,FALSE
347,351,1,FALSE
348,291,1,TRUE
350,7,1,FALSE
350,32,1,TRUE
350,70,1,FALSE
350,114,3,FALSE
350,126,1,TRUE
350,396,13,TRUE
351,422,2,FALSE
351,136,11,TRUE
351,210,3,FALSE
351,242,4,TRUE
351,303,6,FALSE
351,309,5,FALSE
351,347,2,FALSE
351,385,24,TRUE
352,48,2,FALSE
352,136,3,FALSE
352,309,1,FALSE
353,152,3,TRUE
353,176,1,TRUE
353,198,2,FALSE
353,311,2,TRUE
355,395,1,TRUE
356,163,1,FALSE
356,216,3,FALSE
356,273,1,FALSE
358,195,1,FALSE
358,316,1,FALSE
360,82,4,FALSE
360,204,9,TRUE
365,335,1,TRUE
366,322,1,FALSE
367,63,1,TRUE
367,279,2,TRUE
367,309,1,FALSE
368,95,1,FALSE
368,227,4,TRUE
370,90,1,FALSE
371,19,6,FALSE
371,93,1,TRUE
371,95,6,FALSE
371,116,2,TRUE
377,9,3,TRUE
377,24,8,FALSE
377,40,13,TRUE
377,43,9,TRUE
377,422,2,FALSE
377,72,1,FALSE
377,74,13,FALSE
377,81,6,FALSE
377,82,5,FALSE
377,85,1,TRUE
377,164,5,FALSE
377,210,1,FALSE
377,216,4,TRUE
377,273,3,TRUE
377,277,1,FALSE
377,292,1,TRUE
377,326,2,FALSE
377,397,1,FALSE
379,136,2,FALSE
381,195,3,FALSE
385,242,3,TRUE
385,303,4,FALSE
385,309,3,FALSE
385,338,5,TRUE
385,351,26,TRUE
386,125,1,TRUE
388,186,1,FALSE
391,181,21,TRUE
395,61,1,TRUE
395,69,5,FALSE
395,224,3,TRUE
395,246,3,TRUE
395,355,2,TRUE
396,350,17,TRUE
397,13,2,FALSE
397,24,9,FALSE
397,27,2,FALSE
397,32,2,FALSE
397,40,1,FALSE
397,72,1,TRUE
397,74,14,FALSE
397,82,3,FALSE
397,85,1,FALSE
397,91,1,TRUE
397,277,1,TRUE
397,309,1,FALSE
397,344,3,FALSE
397,349,2,FALSE
397,377,1,FALSE
397,521,4,FALSE
399,162,2,TRUE
399,291,2,TRUE
399,309,1,FALSE
400,48,2,FALSE
400,242,7,FALSE
400,303,1,FALSE
400,309,1,FALSE
400,351,1,FALSE
403,24,2,FALSE
403,30,1,FALSE
403,74,2,FALSE
403,82,3,FALSE
404,24,15,FALSE
404,55,2,FALSE
404,62,4,FALSE
404,74,2,FALSE
404,82,5,FALSE
